time,temp,pwm
326.832,81.602,176
327.598,81.611,176
328.364,81.624,176
329.131,81.631,176
329.898,81.622,176
330.664,81.613,176
331.431,81.601,176
332.195,81.592,176
332.962,81.603,176
333.721,81.612,176
334.485,81.601,176
335.252,81.592,176
336.018,81.583,176
336.784,81.602,176
337.545,81.611,176
338.312,81.624,176
339.078,81.631,176
339.842,81.622,176
340.611,81.613,176
341.374,81.601,176
342.142,81.592,176
342.905,81.603,176
343.671,81.612,176
344.435,81.601,176
345.201,81.592,176
345.964,81.583,176
346.732,81.602,176
347.498,81.611,176
348.264,81.624,176
349.031,81.631,176
349.798,81.622,176
350.564,81.613,176
351.331,81.601,176
352.095,81.592,176
352.862,81.603,176
353.621,81.612,176
354.385,81.601,176
355.152,81.592,176
355.918,81.583,176
356.684,81.602,176
357.445,81.611,176
358.212,81.624,176
358.978,81.631,176
359.742,81.622,176
360.511,81.613,176
361.274,81.601,176
362.042,81.592,176
362.805,81.603,176
363.571,81.612,176
364.335,81.601,176
365.101,81.592,176
365.864,81.583,176
366.632,81.602,176
367.398,81.611,176
368.164,81.624,176
368.931,81.631,176
369.698,81.622,176
370.464,81.613,176
371.231,81.601,176
371.995,81.592,176
372.762,81.603,176
373.521,81.612,176
374.285,81.601,176
375.052,81.592,176
375.818,81.583,176
376.584,81.602,176
377.345,81.611,176
378.112,81.624,176
378.878,81.631,176
379.642,81.622,176
380.411,81.613,176
381.174,81.601,176
381.942,81.592,176
382.705,81.603,176
383.471,81.612,176
384.235,81.601,176
385.001,81.592,176
385.764,81.583,176
386.532,81.602,176
387.298,81.611,176
388.064,81.624,176
388.831,81.631,176
389.598,81.622,176
390.364,81.613,176
391.131,81.601,176
391.895,81.592,176
392.662,81.603,176
393.421,81.612,176
394.185,81.601,176
394.952,81.592,176
395.718,81.583,176
396.484,81.602,176
397.245,81.611,176
398.012,81.624,176
398.778,81.631,176
399.542,81.622,176
400.311,81.613,176
401.074,81.601,176
401.842,81.592,176
402.605,81.603,176
403.371,81.612,176
404.135,81.601,176
404.901,81.592,176
405.664,81.583,176
406.432,81.602,176
407.198,81.611,176
407.964,81.624,176
408.731,81.631,176
409.498,81.622,176
410.264,81.613,176
411.031,81.601,176
411.795,81.592,176
412.562,81.603,176
413.321,81.612,176
414.085,81.601,176
414.852,81.592,176
415.618,81.583,176
416.384,81.602,176
417.145,81.611,176
417.912,81.624,176
418.678,81.631,176
419.442,81.622,176
420.211,81.613,176
420.974,81.601,176
421.742,81.592,176
422.505,81.603,176
423.271,81.612,176
424.035,81.601,176
424.801,81.592,176
425.564,81.583,176
426.332,81.602,176
427.098,81.611,176
427.864,81.624,176
428.631,81.631,176
429.398,81.622,176
430.164,81.613,176
430.931,81.601,176
431.695,81.592,176
432.462,81.603,176
433.221,81.612,176
433.985,81.601,176
434.752,81.592,176
435.518,81.583,176
436.284,81.602,176
437.045,81.611,176
437.812,81.624,176
438.578,81.631,176
439.342,81.622,176
440.111,81.613,176
440.874,81.601,176
441.642,81.592,176
442.405,81.603,176
443.171,81.612,176
443.935,81.601,176
444.701,81.592,176
445.464,81.583,176
446.232,81.602,176
446.998,81.611,176
447.764,81.624,176
448.531,81.631,176
449.298,81.622,176
450.064,81.613,176
450.831,81.601,176
451.595,81.592,176
452.362,81.603,176
453.121,81.612,176
453.885,81.601,176
454.652,81.592,176
455.418,81.583,176
456.184,81.602,176
456.945,81.611,176
457.712,81.624,176
458.478,81.631,176
459.242,81.622,176
460.011,81.613,176
460.774,81.601,176
461.542,81.592,176
462.305,81.603,176
463.071,81.612,176
463.835,81.601,176
464.601,81.592,176
465.364,81.583,176
466.132,81.602,176
466.898,81.611,176
467.664,81.624,176
468.431,81.631,176
469.198,81.622,176
469.964,81.613,176
470.731,81.601,176
471.495,81.592,176
472.262,81.603,176
473.021,81.612,176
473.785,81.601,176
474.552,81.592,176
475.318,81.583,176
476.084,81.602,176
476.845,81.611,176
477.612,81.624,176
478.378,81.631,176
479.142,81.622,176
479.911,81.613,176
480.674,81.601,176
481.442,81.592,176
482.205,81.603,176
482.971,81.612,176
483.735,81.601,176
484.501,81.592,176
485.264,81.583,176
486.032,81.602,176
486.798,81.611,176
487.564,81.624,176
488.331,81.631,176
489.098,81.622,176
489.864,81.613,176
490.631,81.601,176
491.395,81.592,176
492.162,81.603,176
492.921,81.612,176
493.685,81.601,176
494.452,81.592,176
495.218,81.583,176
495.984,81.602,176
496.745,81.611,176
497.512,81.624,176
498.278,81.631,176
499.042,81.622,176
499.811,81.613,176
500.574,81.458,201
501.333,81.432,201
502.078,81.656,201
502.857,81.601,201
503.638,81.583,201
504.414,81.592,201
505.166,81.551,201
505.927,81.536,201
506.688,81.385,201
507.433,81.396,201
508.179,81.424,201
508.935,81.562,201
509.738,81.581,201
510.493,81.423,201
511.257,81.284,201
512.048,81.189,201
512.813,81.082,201
513.557,81.031,201
514.293,81.025,201
515.066,80.956,201
515.814,80.941,201
516.573,80.682,201
517.333,80.594,201
518.090,80.412,201
518.833,80.298,201
519.585,80.325,201
520.355,80.194,201
521.144,80.106,201
521.926,80.082,201
522.706,79.918,201
523.497,79.884,201
524.286,79.803,201
525.063,79.842,201
525.836,79.791,201
526.619,79.782,201
527.406,79.774,201
528.149,79.742,201
528.343,79.761,201
529.106,79.624,201
529.863,79.541,201
530.634,79.418,201
531.426,79.382,201
532.236,79.221,201
533.014,79.164,201
533.803,79.182,201
534.555,79.031,201
535.305,78.964,201
536.063,78.918,201
536.849,78.912,201
537.644,78.932,201
538.436,78.911,201
538.881,78.892,201
539.639,78.864,201
540.390,78.883,201
541.119,78.862,201
541.865,78.884,201
542.626,78.742,201
543.381,78.761,201
544.118,78.742,201
544.881,78.763,201
545.765,78.764,201
546.905,78.742,201
547.851,78.731,201
548.881,78.728,201
549.643,78.742,201
550.390,78.743,201
551.143,78.864,201
551.908,78.892,201
552.666,78.861,201
553.445,78.882,201
554.223,78.893,201
555.000,78.884,201
555.765,78.732,201
556.539,78.763,201
557.290,78.642,201
558.033,78.611,201
558.803,78.634,201
559.565,78.528,201
560.363,78.511,201
561.119,78.534,201
561.881,78.487,201
562.626,78.512,201
563.371,78.521,201
564.118,78.482,201
564.905,78.493,201
565.706,78.484,201
566.498,78.362,201
567.249,78.391,201
567.997,78.228,201
568.769,78.261,201
569.526,78.243,201
570.291,78.262,201
571.070,78.231,201
571.842,78.134,201
572.575,78.111,201
573.319,78.032,201
574.084,77.987,201
574.847,78.012,201
575.611,77.892,201
576.385,77.884,201
577.165,77.861,201
577.919,77.742,201
578.655,77.731,201
579.410,77.612,201
580.173,77.643,201
580.938,77.662,201
581.685,77.631,201
582.456,77.662,201
583.233,77.643,201
584.009,77.531,201
584.806,77.528,201
585.551,77.487,201
586.305,77.411,201
587.076,77.362,201
587.837,77.361,201
588.588,77.364,201
589.333,77.362,201
590.090,77.231,201
590.859,77.262,201
591.619,77.113,201
592.385,77.134,201
593.122,77.111,201
593.884,77.142,201
594.646,77.113,201
595.416,76.992,201
596.185,77.013,201
596.959,77.032,201
597.680,77.011,201
598.447,77.012,201
599.206,76.893,201
599.961,76.864,201
600.696,76.883,201
601.460,76.862,201
602.235,76.884,201
603.015,76.861,201
603.813,76.742,201
604.636,76.763,201
605.445,76.742,201
606.235,76.761,201
607.020,76.892,201
607.793,76.884,201
608.547,76.742,201
609.298,76.763,201
610.095,76.742,201
610.892,76.892,201
611.652,76.861,201
612.395,76.742,201
613.134,76.763,201
613.896,76.742,201
614.678,76.761,201
615.462,76.872,201
616.260,76.881,201
617.028,76.862,201
619.267,76.883,201
620.057,76.864,201
620.864,76.742,201
621.633,76.763,201
622.406,76.742,201
623.192,76.761,201
623.944,76.872,201
624.682,76.881,201
625.441,76.862,201
626.204,76.883,201
626.953,76.864,201
627.706,76.742,201
628.502,76.763,201
629.281,76.742,201
630.008,76.761,201
630.730,76.872,201
631.470,76.881,201
632.207,76.862,201
632.963,76.883,201
633.733,76.864,201
634.524,76.742,201
635.301,76.763,201
636.057,76.742,201
636.823,76.761,201
637.574,76.872,201
638.322,76.881,201
639.094,76.862,201
639.871,76.883,201
642.175,76.864,201
642.936,76.742,201
643.687,76.763,201
644.436,76.742,201
645.177,76.761,201
645.920,76.872,201
646.684,76.881,201
647.459,76.862,201
648.222,76.883,201
648.977,76.864,201
649.734,76.742,201
650.487,76.763,201
651.230,76.742,201
651.988,76.761,201
652.776,76.872,201
653.581,76.881,201
654.358,76.862,201
655.126,76.883,201
655.889,76.864,201
656.635,76.742,201
657.364,76.763,201
658.146,76.742,201
658.948,76.761,201
659.743,76.872,201
660.516,76.881,201
661.275,76.862,201
662.033,76.883,201
662.774,76.864,201
663.511,76.742,201
664.306,76.763,201
665.113,76.742,201
665.897,76.761,201
666.677,76.872,201
667.453,76.881,201
668.209,76.862,201
668.962,76.883,201
669.707,76.864,201
670.497,76.742,201
671.302,76.763,201
672.083,76.742,201
672.861,76.761,201
673.631,76.872,201
674.424,76.881,201
675.197,76.862,201
675.969,76.883,201
676.772,76.864,201
677.578,76.742,201
678.362,76.763,201
679.152,76.742,201
679.952,76.761,201
680.725,76.872,201
681.470,76.881,201
682.227,76.862,201
683.015,76.883,201
683.802,76.864,201
684.584,76.742,201
685.338,76.763,201
686.099,76.742,201
686.865,76.761,201
687.619,76.872,201
688.403,76.881,201
689.219,76.862,201
690.012,76.883,201
690.788,76.864,201
691.579,76.742,201
692.375,76.763,201
693.144,76.742,201
693.934,76.761,201
694.744,76.872,201
695.562,76.881,201
696.345,76.862,201
697.118,76.883,201
697.900,76.864,201
698.687,76.742,201
699.480,76.763,201
700.268,76.742,201
701.047,76.761,201
701.793,76.872,201
702.554,76.881,201
703.311,76.862,201
704.059,76.883,201
704.825,76.864,201
705.589,76.742,201
706.370,76.763,201
707.151,76.742,201
707.917,76.761,201
708.668,76.872,201
709.429,76.881,201
710.216,76.862,201
711.021,76.883,201
711.817,76.864,201
712.607,76.742,201
713.375,76.763,201
714.146,76.742,201
714.895,76.761,201
715.648,76.872,201
716.432,76.881,201
717.227,76.862,201
718.011,76.883,201
718.782,76.864,201
719.565,76.742,201
720.355,76.763,201
721.146,76.742,201
721.923,76.761,201
722.659,76.872,201
723.405,76.881,201
724.202,76.862,201
724.985,76.883,201
725.735,76.864,201
726.495,76.742,201
727.263,76.763,201
728.014,76.742,201
728.796,76.761,201
729.603,76.872,201
730.388,76.881,201
731.147,76.862,201
731.898,76.883,201
732.665,76.864,201
733.416,76.742,201
734.159,76.763,201
734.927,76.742,201
735.675,76.761,201
736.427,76.872,201
737.176,76.881,201
737.905,76.862,201
738.627,76.883,201
739.352,76.864,201
740.107,76.742,201
740.861,76.763,201
741.602,76.742,201
742.386,76.761,201
743.163,76.872,201
743.912,76.881,201
744.667,76.862,201
745.426,76.883,201
746.159,76.864,201
746.895,76.742,201
747.644,76.763,201
748.428,76.742,201
749.235,76.761,201
750.018,76.872,201
750.790,76.881,201
751.540,76.862,201
752.283,76.883,201
753.016,76.864,201
753.768,76.742,201
754.555,76.763,201
755.320,76.742,201
756.057,76.761,201
756.808,76.872,201
757.570,76.881,201
758.329,76.862,201
759.102,76.883,201
759.895,76.864,201
